iter	RMSE
365	5.071331502
366	5.050251244
367	5.022413313
368	5.004251034
369	4.996994784
370	4.975448941
371	4.943784258
372	4.920642602
373	4.900689582
374	4.879350184
375	4.868090942
376	4.859835028
377	4.845363736
378	4.824047485
379	4.815690233
380	4.793678918
381	4.771755275
382	4.754446916
383	4.728321538
384	4.714808698
385	4.683475731
386	4.658951774
387	4.639216014
388	4.57882392
389	4.5599998
390	4.506412014
391	4.482349947
392	4.459846195
393	4.429534626
394	4.41440316
395	4.395213907
396	4.385449886
397	4.372440285
398	4.36077647
399	4.342427532
400	4.323452621
401	4.31972099
402	4.288863331
403	4.269388735
404	4.251459105
405	4.234816512
406	4.220413764
407	4.19856164
408	4.190391769
409	4.162662395
410	4.150215692
411	4.138754125
412	4.13069957
413	4.1193495
414	4.09961958
415	4.075934568
416	4.055311675
417	4.038789368
418	4.033263046
419	4.024625441
420	3.993115237
421	3.961470706
422	3.941681254
423	3.921202224
424	3.905883433
425	3.88370689
426	3.862936701
427	3.846580122
428	3.824639598
429	3.809373216
430	3.800559395
431	3.781998873
432	3.763504288
433	3.746255891
434	3.7366777
435	3.722736759
436	3.697032209
437	3.682634266
438	3.663115589
439	3.647358129
440	3.632686892
441	3.62520417
442	3.613847237
443	3.599582712
444	3.592067887
445	3.563699236
446	3.545690504
447	3.525035789
448	3.50863667
449	3.493018909
450	3.482422495
451	3.479765097
452	3.466302336
453	3.44318952
454	3.431963271
455	3.421851926
456	3.408946987
457	3.39863388
458	3.380517218
459	3.36621154
460	3.354211006
461	3.348817038
462	3.336923799
463	3.321544251
464	3.307248095
465	3.291203684
466	3.277800143
467	3.270769041
468	3.252765529
469	3.244168354
470	3.241500405
471	3.226755928
472	3.218598018
473	3.21066071
474	3.207822152
475	3.188968625
476	3.170801505
477	3.158009174
478	3.151125731
479	3.148562097
480	3.116883001
481	3.10950902
482	3.101953542
483	3.086870363
484	3.080436516
485	3.073716863
486	3.061388883
487	3.049588438
488	3.027636929
489	3.023639433
490	3.011403762
491	2.99639049
492	2.99064078
493	2.969892012
494	2.967580278
495	2.960487862
496	2.950185232
497	2.941193219
498	2.937450745
499	2.920422038
500	2.912005671
501	2.900267925
502	2.893505047
503	2.891132516
504	2.868513923
505	2.864517936
506	2.846382078
507	2.83668817
508	2.819803264
509	2.809977962
510	2.79471457
511	2.785508931
512	2.777393255
513	2.768984483
514	2.763040659
515	2.755310751
516	2.750384247
517	2.730214314
518	2.716910592
519	2.705715072
520	2.701195508
521	2.679559415
522	2.673490713
523	2.671478085
524	2.669668857
525	2.662756239
526	2.649931066
527	2.642504371
528	2.627615496
529	2.621023058
530	2.6119204
531	2.610229267
532	2.603866273
533	2.593151617
534	2.581576709
535	2.569456415
536	2.554354588
537	2.543186987
538	2.540825608
539	2.535984415
540	2.530791743
541	2.525651452
542	2.518762968
543	2.505590376
544	2.498937134
545	2.486580134
546	2.477118592
547	2.471099517
548	2.45896449
549	2.450754784
550	2.44298484
551	2.434618292
552	2.423530342
553	2.418368902
554	2.409434522
555	2.405770301
556	2.391281466
557	2.38329901
558	2.377062576
559	2.363338627
560	2.358996687
561	2.352412386
562	2.336694064
563	2.327351607
564	2.31284921
565	2.305608642
566	2.291882067
567	2.283464045
568	2.271873615
569	2.265053825
570	2.263124774
571	2.257740931
572	2.248352111
573	2.232284482
574	2.229209789
575	2.220780434
576	2.214079193
577	2.197873149
578	2.19048545
579	2.188796826
580	2.182903801
581	2.170082956
582	2.154473853
583	2.14615915
584	2.13981506
585	2.135558659
586	2.13145685
587	2.12629753
588	2.124834953
589	2.117814859
590	2.111089367
591	2.108086704
592	2.104247874
593	2.099823519
594	2.095087535
595	2.0912461
596	2.086125185
597	2.081725397
598	2.068669857
599	2.061861178
600	2.057188888
601	2.046917866
602	2.040900953
603	2.03298998
604	2.028836639
605	2.022104404
606	2.020851175
607	2.01174511
608	2.00282931
609	1.996578072
610	1.995737709
611	1.988128509
612	1.981420524
613	1.968874113
614	1.959339964
615	1.954284536
616	1.941430225
617	1.937418905
618	1.931662394
619	1.929656673
620	1.927290661
621	1.922860351
622	1.92088938
623	1.912401151
624	1.911522459
625	1.910499221
626	1.906863927
627	1.902245831
628	1.890408549
629	1.885291601
630	1.879849831
631	1.875809295
632	1.870148147
633	1.863341895
634	1.858739173
635	1.848744182
636	1.838009738
637	1.829831085
638	1.817869966
639	1.814515675
640	1.811541346
641	1.805539242
642	1.791389201
643	1.784031515
644	1.777290027
645	1.769470794
646	1.764997025
647	1.760414993
648	1.754622682
649	1.751437985
650	1.74676564
651	1.743564216
652	1.733706058
653	1.72976219
654	1.728914156
655	1.721482243
656	1.715870299
657	1.712678841
658	1.707725783
659	1.693639484
660	1.687638251
661	1.685133378
662	1.67479276
663	1.669628363
664	1.663443595
665	1.661325595
666	1.655975605
667	1.652989876
668	1.649845099
669	1.647994162
670	1.639674699
671	1.635086367
672	1.633013335
673	1.629633597
674	1.623989623
675	1.620759383
676	1.615305309
677	1.605950539
678	1.601024412
679	1.596856555
680	1.58989175
681	1.583451201
682	1.572361751
683	1.567121639
684	1.56174255
685	1.557328134
686	1.553213711
687	1.551881087
688	1.547781138
689	1.54430401
690	1.541759186
691	1.53564735
692	1.532927318
693	1.530651218
694	1.523389264
695	1.521711751
696	1.51521472
697	1.511553047
698	1.509182133
699	1.505764775
700	1.500302806
701	1.492416991
702	1.489252695
703	1.486030463
704	1.481644487
705	1.480030676
706	1.47824571
707	1.47744203
708	1.474988512
709	1.471287795
710	1.468406443
711	1.463530723
712	1.46182025
713	1.453805662
714	1.449901359
715	1.44708788
716	1.44610661
717	1.440879474
718	1.434594527
719	1.429894106
720	1.42585753
721	1.423426054
722	1.418738892
723	1.415509501
724	1.412307339
725	1.41067932
726	1.407476687
727	1.403270058
728	1.396424906
729	1.392862392
730	1.386652799
731	1.38589751
732	1.380785583
733	1.378543986
734	1.373841133
735	1.368257767
736	1.360326938
737	1.357823433
738	1.352673769
739	1.349232376
740	1.348039621
741	1.346891255
742	1.343514632
743	1.341809534
744	1.33978222
745	1.336950566
746	1.333100101
747	1.329941874
748	1.31765712
749	1.314608123
750	1.311017046
751	1.309784311
752	1.302075361
753	1.299246989
754	1.294111574
755	1.29132484
756	1.289691259
757	1.286210121
758	1.275918312
759	1.272859789
760	1.271101482
761	1.270215267
762	1.267839394
763	1.261859067
764	1.258926354
765	1.253583235
766	1.251668258
767	1.248209399
768	1.2446875
769	1.242844112
770	1.235994727
771	1.232296269
772	1.228347595
773	1.225367063
774	1.222730594
775	1.220766381
776	1.213831924
777	1.213030566
778	1.207919827
779	1.199038595
780	1.195554081
781	1.19457391
782	1.192117916
783	1.184659264
784	1.183265432
785	1.179433911
786	1.174785204
787	1.171671914
788	1.168972774
789	1.165698733
790	1.162731698
791	1.15981869
792	1.15462768
793	1.151048113
794	1.147597999
795	1.142311958
796	1.140064699
797	1.138353956
798	1.136060983
799	1.133347749
800	1.133027137
801	1.13007695
802	1.128712021
803	1.126521749
804	1.122530844
805	1.114175238
806	1.110514289
807	1.109522869
808	1.103753299
809	1.101012293
810	1.097543522
811	1.093479671
812	1.092417912
813	1.086807939
814	1.082991657
815	1.077409772
816	1.075096067
817	1.073453675
818	1.069108135
819	1.062728826
820	1.060806574
821	1.058389589
822	1.057447218
823	1.056619206
824	1.054729691
825	1.049860716
826	1.047969992
827	1.045436846
828	1.037224428
829	1.036972241
830	1.029704033
831	1.022047472
832	1.021764472
833	1.021117964
834	1.018267883
835	1.015483287
836	1.011938314
837	1.008795755
838	1.00768694
839	1.006556377
840	1.003981405
841	1.002246778
842	1.000175493
843	0.9968995347
844	0.9918853657
845	0.9823156546
846	0.9808938351
847	0.9778226758
848	0.9776334015
849	0.9759139654
850	0.9713227039
851	0.9671364744
852	0.9656895172
853	0.9631364876
854	0.9616782906
855	0.960803079
856	0.9582447979
857	0.9563698198
858	0.9498749235
859	0.9490953455
860	0.9452476157
861	0.9446972386
862	0.9426626399
863	0.9423310347
864	0.9412432536
865	0.9364336228
866	0.9336173864
867	0.9302808411
868	0.9288963641
869	0.9238666819
870	0.9201389771
871	0.9152263861
872	0.9142920554
873	0.9116312233
874	0.9093222941
875	0.9072148943
876	0.9048686937
877	0.8988446614
878	0.8975306745
879	0.8970480925
880	0.8961197222
881	0.8949585741
882	0.88840855
883	0.8791764522
884	0.8779969226
885	0.8735945629
886	0.8689487021
887	0.867202628
888	0.8624624831
889	0.8597610532
890	0.8592834091
891	0.8554933766
892	0.8538047208
893	0.8506397205
894	0.8495562255
895	0.8475019094
896	0.8472150283
897	0.8470010225
898	0.8405740168
899	0.8400744109
900	0.8386168732
901	0.833436017
902	0.8309804519
903	0.8281348246
904	0.8244669715
905	0.8234141176
906	0.82161421
907	0.8194643496
908	0.8157643966
909	0.8150348374
910	0.8087207594
911	0.8058106558
912	0.8045461083
913	0.8009529955
914	0.798579858
915	0.7975248987
916	0.7947256879
917	0.7943484176
918	0.7931212231
919	0.7918916266
920	0.7905051909
921	0.7872525571
922	0.7855921797
923	0.7823355266
924	0.7769309846
925	0.7750970811
926	0.769759756
927	0.7690782878
928	0.7676202838
929	0.7668840005
930	0.7618555784
931	0.7599871178
932	0.7596448291
933	0.7586588057
934	0.7567726
935	0.7546341647
936	0.7491437027
937	0.7489858203
938	0.7475397557
939	0.7461028054
940	0.7455363584
941	0.7435584451
942	0.7426608958
943	0.740092462
944	0.7357952295
945	0.7334075724
946	0.731378985
947	0.7301796483
948	0.7299982753
949	0.7275727973
950	0.7271602662
951	0.7237132635
952	0.7205004779
953	0.7201999847
954	0.7187390725
955	0.7176536004
956	0.7152011512
957	0.7143036317
958	0.7129396128
959	0.7098039399
960	0.7093366377
961	0.707866069
962	0.7061604782
963	0.7044262475
964	0.7034532844
965	0.702299863
966	0.7009176466
967	0.6999227471
968	0.6988925845
969	0.6980313379
970	0.6962769546
971	0.6939639387
972	0.6926759695
973	0.6906393914
974	0.6903349384
975	0.6883207118
976	0.6840165926
977	0.6812563722
978	0.6811524867
979	0.6796669644
980	0.6790919097
981	0.6718617015
982	0.6694288255
983	0.6665022798
984	0.6647317569
985	0.6619293648
986	0.6616800027
987	0.6615243032
988	0.660386125
989	0.659300268
990	0.6584461788
991	0.6575831303
992	0.6537665288
993	0.6532732109
994	0.6510571668
995	0.649428914
996	0.6480809728
997	0.6479530798
998	0.6473838617
999	0.6459215824
1000	0.6452353498
1001	0.6441836929
1002	0.6379965305
1003	0.6364900535
1004	0.636198171
1005	0.6357376201
1006	0.6350803279
1007	0.6345119424
1008	0.6329204035
1009	0.6323347606
1010	0.631859903
1011	0.6306829258
1012	0.6304970383
1013	0.6264018506
1014	0.6259301169
1015	0.6245891964
1016	0.6241656632
1017	0.618937467
1018	0.616714742
1019	0.6160509039
1020	0.6141436737
1021	0.6091405285
1022	0.6027710931
1023	0.6005550695
1024	0.5995348436
1025	0.5951606891
1026	0.5940636734
1027	0.5913398348
1028	0.5904038892
1029	0.5852683485
1030	0.579648385
1031	0.5780025475
1032	0.5755565833
1033	0.57418706
1034	0.5738271018
1035	0.5735074123
1036	0.5712901769
1037	0.5696929405
1038	0.5686202524
1039	0.5684260425
1040	0.5624374461
1041	0.5611230944
1042	0.5603130372
1043	0.5599855331
1044	0.55952143
1045	0.5591487326
1046	0.5573353449
1047	0.5562944778
1048	0.5555318886
1049	0.5475694382
1050	0.5470667097
1051	0.5461707466
1052	0.5444878582
1053	0.5432771122
1054	0.5430532181
1055	0.5387219928
1056	0.5372343733
1057	0.5348821649
1058	0.5331442404
1059	0.5322045609
1060	0.5317824488
1061	0.5315189864
1062	0.5310316796
1063	0.5306764006
1064	0.5299782581
1065	0.5295036461
1066	0.5259344778
1067	0.5249409832
1068	0.5245794696
1069	0.5236231957
1070	0.5232508097
1071	0.5223142237
1072	0.5204185973
1073	0.5200614256
1074	0.5197575909
1075	0.5196297597
1076	0.5187639326
1077	0.5181173696
1078	0.5176157855
1079	0.516212636
1080	0.5157922043
1081	0.5141203815
1082	0.5126949723
1083	0.5107610413
1084	0.5073318205
1085	0.5065500842
1086	0.5056755708
1087	0.5012267307
1088	0.5007795752
1089	0.5003418616
1090	0.4992150894
1091	0.4982870645
1092	0.4971534255
1093	0.4944503515
1094	0.4919759436
1095	0.491670067
1096	0.4911333687
1097	0.4904029469
1098	0.4886514035
1099	0.4864752086
1100	0.4863788418
1101	0.4855107052
1102	0.4825448271
1103	0.4811483256
1104	0.4805805739
1105	0.4776538065
1106	0.4765175018
1107	0.4755992957
1108	0.474848567
1109	0.4710672021
1110	0.4693553003
1111	0.4668671042
1112	0.4656349461
1113	0.4642929523
1114	0.4631937907
1115	0.4628887255
1116	0.4618812948
1117	0.4601050135
1118	0.4594271806
1119	0.4593432843
1120	0.4576352684
1121	0.4559459383
1122	0.4551960453
1123	0.4546738103
1124	0.4540276989
1125	0.4525129462
1126	0.4519438508
1127	0.4514773742
1128	0.4513386975
1129	0.4507420665
1130	0.4504946496
1131	0.4491038067
1132	0.4488872522
1133	0.4480089228
1134	0.4473553971
1135	0.4470922278
1136	0.4454795064
1137	0.4445983259
1138	0.4437995719
1139	0.4429796251
1140	0.4425494608
1141	0.4412055645
1142	0.4403521848
1143	0.4393074898
1144	0.4375505349
1145	0.4372886623
1146	0.4370536814
1147	0.4368669911
1148	0.4364527216
1149	0.4362458231
1150	0.4345064757
1151	0.4331710133
1152	0.4317642213
1153	0.4307440618
1154	0.4272198489
1155	0.4267917072
1156	0.4266824596
1157	0.4254464027
1158	0.4250608235
1159	0.4239057167
1160	0.4236206731
1161	0.4229070672
1162	0.4208518909
1163	0.4206656498
1164	0.419907695
1165	0.4196026804
1166	0.4191975842
1167	0.4158237151
1168	0.4152600905
1169	0.4115867291
1170	0.4114471915
1171	0.4107502751
1172	0.4104022186
1173	0.4094999039
1174	0.4093485288
1175	0.409159461
1176	0.4091133168
1177	0.4090313824
1178	0.408144853
1179	0.4070555649
1180	0.4069475096
1181	0.4062990775
1182	0.4054852672
1183	0.4035772742
1184	0.4029763477
1185	0.4028830172
1186	0.4022533126
1187	0.4011600144
1188	0.4008350254
1189	0.3994905406
1190	0.3991785661
1191	0.398908886
1192	0.3985450319
1193	0.3951264168
1194	0.3933578492
1195	0.3919098529
1196	0.3917711517
1197	0.3915976685
1198	0.3913264
1199	0.3911003154
1200	0.3906939627
1201	0.3904720927
1202	0.3900638823
1203	0.3897965374
1204	0.3896709377
1205	0.3894297719
1206	0.3886898343
1207	0.3884603327
1208	0.3875374952
1209	0.387270413
1210	0.3842168526
1211	0.383935653
1212	0.3834457273
1213	0.3831661294
1214	0.3831239574
1215	0.3818848191
1216	0.3815702244
1217	0.381443023
1218	0.3808487241
1219	0.3783065821
1220	0.3781002089
1221	0.3777344083
1222	0.3758794832
1223	0.3754087477
1224	0.3752512273
1225	0.3751269742
1226	0.3733983781
1227	0.3732141846
1228	0.3728869491
1229	0.3725949764
1230	0.3713224588
1231	0.3711236512
1232	0.3702793334
1233	0.36997116
1234	0.3697594422
1235	0.3694152751
1236	0.3685880229
1237	0.3683831429
1238	0.3681135451
1239	0.3680103119
1240	0.3668145697
1241	0.366669832
1242	0.3664042479
1243	0.3661610062
1244	0.3658476818
1245	0.3646345029
1246	0.3618514071
1247	0.3617487892
1248	0.3609505159
1249	0.3608667771
1250	0.3599331537
1251	0.3597045596
1252	0.3593981259
1253	0.3589859977
1254	0.3585882344
1255	0.3583406787
1256	0.3580792762
1257	0.3571649193
1258	0.3567760636
1259	0.3557841842
1260	0.3552668882
1261	0.3535933805
1262	0.3498184505
1263	0.3496402294
1264	0.348218201
1265	0.3478555654
1266	0.3473042588
1267	0.3438069397
1268	0.3431451833
1269	0.3406149372
1270	0.3405093191
1271	0.3403568357
1272	0.3401421243
1273	0.3396606439
1274	0.3395618701
1275	0.3394742453
1276	0.3386331885
1277	0.3379248982
1278	0.3373444881
1279	0.3370121287
1280	0.336959103
1281	0.3363749181
1282	0.3361997254
1283	0.3329847138
1284	0.3322705368
1285	0.3312895954
1286	0.3307527778
1287	0.3303640664
1288	0.3299300113
1289	0.3296331089
1290	0.3295333045
1291	0.3293581555
1292	0.3290956175
1293	0.3287599628
1294	0.3285137719
1295	0.3276116334
1296	0.327165709
1297	0.3269025419
1298	0.3268007413
1299	0.3264214791
1300	0.3263555641
1301	0.3258063101
1302	0.3254961376
1303	0.3247003711
1304	0.3244140247
1305	0.3241895534
1306	0.3237181271
1307	0.3235221648
1308	0.3225709161
1309	0.322058723
1310	0.3219856633
1311	0.32143927
