iter	RMSE
265	45.30572286
266	45.0847085
267	45.061709
268	45.03772072
269	44.78951316
270	44.66776279
271	44.64555552
272	44.62270059
273	44.56294768
274	44.54071109
275	44.29510834
276	44.04927047
277	44.02842881
278	44.00760817
279	43.98338957
280	43.9615249
281	43.94163603
282	43.92039176
283	43.90102595
284	43.67391745
285	43.49707634
286	43.27515204
287	43.13262156
288	42.99264649
289	42.9734541
290	42.83771404
291	42.7289003
292	42.47491374
293	42.45706455
294	42.32812955
295	42.31069693
296	42.10870218
297	41.90559262
298	41.71233402
299	41.52619629
300	41.38235551
301	41.36530937
302	41.17207464
303	41.04589759
304	41.02918391
305	40.80793484
306	40.63920501
307	40.40237708
308	40.26475637
309	40.24854637
310	40.06835056
311	39.98193247
312	39.90255789
313	39.69664637
314	39.62921339
315	39.4223436
316	39.27186981
317	39.18818518
318	39.14157395
319	39.12650328
320	39.11165495
321	39.09691161
322	38.89778866
323	38.82891514
324	38.64818075
325	38.56437798
326	38.44215733
327	38.36669874
328	38.35220139
329	38.20485894
330	38.12282608
331	37.93531648
332	37.92210737
333	37.90909349
334	37.89484717
335	37.70923459
336	37.69662696
337	37.5564962
338	37.44762021
339	37.43530785
340	37.28834997
341	37.10612917
342	36.9862698
343	36.83983542
344	36.82771999
345	36.77125618
346	36.64482792
347	36.5612737
348	36.54031414
349	36.46547547
350	36.24329729
351	36.14649383
352	36.00810047
353	35.95887568
354	35.88210428
355	35.86974387
356	35.7754623
357	35.63154546
358	35.45231021
359	35.34519924
360	35.26601553
361	35.20749863
362	35.08651919
363	35.02826533
364	34.93436205
365	34.82320965
366	34.76701218
367	34.64437689
368	34.5972304
369	34.50202234
370	34.39034562
371	34.31442543
372	34.20523489
373	34.11480264
374	34.06714189
375	34.02898298
376	33.93169856
377	33.90675236
378	33.87067529
379	33.82740172
380	33.75623989
381	33.6962948
382	33.67410583
383	33.62708568
384	33.51248201
385	33.30305079
386	33.25301014
387	33.2032102
388	33.11769284
389	33.08936869
390	32.91371906
391	32.82235344
392	32.79175246
393	32.77459428
394	32.75871782
395	32.74614512
396	32.65497934
397	32.63907874
398	32.5071714
399	32.46280349
400	32.29822045
401	32.2364382
402	32.2054963
403	32.1519594
404	32.08194315
405	31.9881014
406	31.88499548
407	31.85990279
408	31.82050372
409	31.7343042
410	31.66252253
411	31.57035295
412	31.54196399
413	31.52846311
414	31.41200489
415	31.39181069
416	31.37819168
417	31.30441009
418	31.24842814
419	31.18854262
420	31.16810549
421	31.06207571
422	31.04806389
423	30.99877933
424	30.91226857
425	30.827637
426	30.75159869
427	30.69179727
428	30.65962329
429	30.61964621
430	30.58571352
431	30.47368525
432	30.37360661
433	30.3535326
434	30.25394419
435	30.1500213
436	30.14069651
437	30.0842523
438	29.95241624
439	29.9237784
440	29.89880861
441	29.86673642
442	29.79693804
443	29.73281371
444	29.62063205
445	29.58779873
446	29.55767315
447	29.51840847
448	29.50091095
449	29.36060908
450	29.29491559
451	29.22961412
452	29.09597493
453	29.08450018
454	29.07201119
455	29.04845768
456	28.98662934
457	28.97449754
458	28.96389107
459	28.95187846
460	28.87448496
461	28.82080628
462	28.79611427
463	28.78493602
464	28.6891607
465	28.63674053
466	28.57834477
467	28.56446086
468	28.50018455
469	28.3943594
470	28.32389658
471	28.27731738
472	28.26185181
473	28.25203135
474	28.23331526
475	28.18585521
476	28.16871802
477	28.15750462
478	28.11134972
479	27.99291134
480	27.97593341
481	27.90292243
482	27.88590175
483	27.7881086
484	27.7501182
485	27.69449684
486	27.62672888
487	27.56545764
488	27.50524542
489	27.4391917
490	27.42884338
491	27.35190397
492	27.31023425
493	27.27015819
494	27.14810049
495	27.09052926
496	27.03923279
497	26.99422463
498	26.95060853
499	26.88254027
500	26.82687832
501	26.80524455
502	26.78901067
503	26.70130522
504	26.64449007
505	26.6256042
506	26.58110587
507	26.56216069
508	26.5017073
509	26.45073821
510	26.42314712
511	26.32337845
512	26.31258771
513	26.25769296
514	26.18864964
515	26.13685577
516	26.10923738
517	26.09474026
518	26.06486944
519	26.00323518
520	25.91497223
521	25.87373699
522	25.79143233
523	25.71299149
524	25.62848112
525	25.61364228
526	25.54875435
527	25.48302559
528	25.4213103
529	25.4087406
530	25.3616655
531	25.30606911
532	25.27676987
533	25.22665821
534	25.20014976
535	25.18932299
536	25.16052329
537	25.10429166
538	25.05900788
539	25.04714006
540	24.92629384
541	24.91340344
542	24.89792591
543	24.85846756
544	24.83756689
545	24.80315329
546	24.76499164
547	24.74478463
548	24.68362968
549	24.66852324
550	24.64433411
551	24.63760072
552	24.61255316
553	24.60251253
554	24.59073844
555	24.57936236
556	24.54005449
557	24.52790474
558	24.46782107
559	24.42192236
560	24.41288678
561	24.39386642
562	24.38359768
563	24.37746159
564	24.36733593
565	24.35780776
566	24.30828371
567	24.25793303
568	24.16611841
569	24.07703822
570	24.01892847
571	24.00856041
572	23.94457998
573	23.84635991
574	23.79668415
575	23.71087267
576	23.67958107
577	23.64895908
578	23.60962208
579	23.55429204
580	23.51296251
581	23.45984809
582	23.45386558
583	23.37249757
584	23.32088724
585	23.26850561
586	23.2175636
587	23.20894161
588	23.20021028
589	23.14740575
590	23.1256053
591	23.11560631
592	23.03436716
593	22.92290817
594	22.87395525
595	22.82114507
596	22.78455369
597	22.73572519
598	22.7244511
599	22.67605984
600	22.5990026
601	22.57428108
602	22.52701937
603	22.49125384
604	22.48082296
605	22.41169779
606	22.33819701
607	22.32082389
608	22.25714065
609	22.20810401
610	22.15683046
611	22.1326932
612	22.07340741
613	22.06120429
614	22.00036524
615	21.95410397
616	21.94529546
617	21.93542748
618	21.88162708
619	21.87388913
620	21.81944835
621	21.76392064
622	21.7567936
623	21.69406211
624	21.66408602
625	21.61608638
626	21.61005929
627	21.54524046
628	21.4961003
629	21.48837343
630	21.43850861
631	21.41923245
632	21.41175672
633	21.38383497
634	21.37675263
635	21.33052086
636	21.29410486
637	21.28815774
638	21.26730831
639	21.22379874
640	21.21686561
641	21.16026613
642	21.1223259
643	21.10677633
644	21.05555582
645	21.04221688
646	21.00355687
647	20.94343695
648	20.87041699
649	20.84668915
650	20.83845503
651	20.78312994
652	20.77657114
653	20.72044419
654	20.70727572
655	20.67134706
656	20.63146453
657	20.59715189
658	20.53399892
659	20.48550708
660	20.46598094
661	20.44806212
662	20.4408998
663	20.41194574
664	20.36421312
665	20.35637851
666	20.31110038
667	20.25580611
668	20.22740727
669	20.18836727
670	20.15590319
671	20.07632258
672	20.03706646
673	20.02705205
674	20.00250453
675	19.96003025
676	19.95230424
677	19.92423609
678	19.91068589
679	19.87731108
680	19.83107838
681	19.77221061
682	19.76601251
683	19.73038074
684	19.7216151
685	19.71480452
686	19.68711971
687	19.67886978
688	19.65977465
689	19.61907179
690	19.57769109
691	19.57231201
692	19.54108509
693	19.49297584
694	19.45227358
695	19.43441837
696	19.35389749
697	19.32209396
698	19.29506225
699	19.25801833
700	19.24517724
701	19.21779461
702	19.21248528
703	19.14212828
704	19.10752261
705	19.08116509
706	19.05565085
707	19.0492846
708	19.02941583
709	19.00211176
710	18.99621671
711	18.97848419
712	18.9728894
713	18.96760277
714	18.92660847
715	18.92004805
716	18.88487569
717	18.85340354
718	18.80993443
719	18.79086285
720	18.75630192
721	18.75245758
722	18.72520294
723	18.68619521
724	18.66092756
725	18.63708318
726	18.57977994
727	18.55487226
728	18.52623376
729	18.48476084
730	18.46277879
731	18.44298304
732	18.41664701
733	18.41183074
734	18.40049767
735	18.38989304
736	18.38612756
737	18.35856993
738	18.35304877
739	18.34727276
740	18.29862026
741	18.26887273
742	18.23406039
743	18.19314138
744	18.17282416
745	18.15365001
746	18.10043948
747	18.06142355
748	18.04254965
749	18.03793689
750	18.03111517
751	18.00717317
752	17.96983266
753	17.94227816
754	17.89103639
755	17.88073784
756	17.85372268
757	17.82534336
758	17.82255279
759	17.79816673
760	17.77084522
761	17.72255865
762	17.71936392
763	17.69433172
764	17.67719778
765	17.64676311
766	17.61145029
767	17.58508673
768	17.54381574
769	17.51692249
770	17.48774425
771	17.46661971
772	17.42632412
773	17.39883352
774	17.37432016
775	17.34871761
776	17.3110929
777	17.28950927
778	17.27403266
779	17.25066144
780	17.23022181
781	17.20255546
782	17.17188338
783	17.14571243
784	17.14164553
785	17.11727569
786	17.10030267
787	17.0719962
788	17.03134258
789	16.98825455
790	16.93680454
791	16.9123456
792	16.90708747
793	16.891983
794	16.84679774
795	16.83343942
796	16.78900119
797	16.74929199
798	16.74468587
799	16.74120769
800	16.71939865
801	16.71660044
802	16.69656477
803	16.67293655
804	16.66784115
805	16.64401419
806	16.61938386
807	16.57720751
808	16.55330104
809	16.5480373
810	16.51585751
811	16.48018947
812	16.45026679
813	16.4453688
814	16.44161486
815	16.41096648
816	16.36656396
817	16.33566359
818	16.31416046
819	16.28864782
820	16.26655156
821	16.26237949
822	16.25819179
823	16.24942505
824	16.21219454
825	16.2081316
826	16.16736778
827	16.1329108
828	16.11566031
829	16.08177722
830	16.05306448
831	16.01915825
832	16.01556301
833	15.97538258
834	15.97205423
835	15.95488606
836	15.9393047
837	15.92231225
838	15.90845433
839	15.90612792
840	15.87281324
841	15.83270745
842	15.80925385
843	15.77355847
844	15.77125963
845	15.74523001
846	15.72637441
847	15.70591087
848	15.69057427
849	15.68502648
850	15.66821875
851	15.66490836
852	15.64284827
853	15.6024805
854	15.58888503
855	15.58507181
856	15.56394262
857	15.54505162
858	15.53804817
859	15.53447764
860	15.52454947
861	15.49717304
862	15.4490265
863	15.44406937
864	15.42157683
865	15.41924443
866	15.41657441
867	15.39733039
868	15.39065231
869	15.38692665
870	15.36181089
871	15.34142413
872	15.33832938
873	15.3191597
874	15.31585545
875	15.29039839
876	15.24447375
877	15.23080654
878	15.21382024
879	15.19680524
880	15.19360591
881	15.17402149
882	15.16794193
883	15.13673362
884	15.08953072
885	15.06975734
886	15.05641011
887	15.03582739
888	15.01645727
889	14.99257839
890	14.97192931
891	14.95174868
892	14.90861399
893	14.88791301
894	14.83684619
895	14.81433188
896	14.80642971
897	14.80452304
898	14.78532249
899	14.78163487
900	14.76349507
901	14.74564436
902	14.72794377
903	14.68028317
904	14.6617963
905	14.63907018
906	14.62567276
907	14.60097862
908	14.55770236
909	14.54017599
910	14.4970941
911	14.4787869
912	14.45969665
913	14.42794776
914	14.4176934
915	14.38540137
916	14.34645447
917	14.34061386
918	14.29684727
919	14.28067718
920	14.27830031
921	14.27079003
922	14.24742769
923	14.24438325
924	14.22692178
925	14.22353037
926	14.22163519
927	14.18630402
928	14.1676814
929	14.14283751
930	14.12333834
931	14.12135634
932	14.09257308
933	14.0859516
934	14.06326448
935	14.05083736
936	14.02493475
937	13.99471902
938	13.97831305
939	13.96342428
940	13.94720521
941	13.92770291
942	13.90093213
943	13.88675813
944	13.84999833
945	13.84591005
946	13.81799775
947	13.77738245
948	13.75407262
949	13.74776384
950	13.70333575
951	13.69064316
952	13.65786959
953	13.63509806
954	13.61949962
955	13.61646919
956	13.59840233
957	13.56318904
958	13.55016074
959	13.53205803
960	13.5290089
961	13.51453224
962	13.50020305
963	13.48263796
964	13.45952823
965	13.45385628
966	13.45128414
967	13.43217476
968	13.4290434
969	13.39724229
970	13.37791257
971	13.34065984
972	13.33789787
973	13.32159267
974	13.29720398
975	13.2913612
976	13.28971725
977	13.26353567
978	13.25417781
979	13.21323469
980	13.19878174
981	13.14792712
982	13.13573338
983	13.11953744
984	13.11701215
985	13.08575005
986	13.07060063
987	13.0513965
988	13.03704774
989	13.03539517
990	13.0336943
991	13.0126338
992	13.00221829
993	12.99951756
994	12.9838646
995	12.94667416
996	12.92309411
997	12.92052941
998	12.91737285
999	12.90656922
